severity,req#,subject,logged_date,last_updated,service
high,115509,Printer not responding,05/13/2023 20:17:13 IST,05/13/2023 21:17:13 IST,Service 8
high,115513,Toner not recognized,01/05/2023 14:40:33 IST,01/06/2023 02:40:33 IST,Service 6
critical,115514,Cannot connect to printer,05/01/2023 02:02:46 IST,05/01/2023 03:02:46 IST,Service 9
low,115519,Cannot connect to printer,10/12/2023 11:53:16 IST,10/12/2023 19:53:16 IST,Service 8
high,115523,Network issues,04/10/2023 11:01:48 IST,04/12/2023 01:01:48 IST,Service 6
critical,115525,Cannot print PDF,01/28/2023 04:41:15 IST,01/28/2023 09:41:15 IST,Service 6
medium,115529,Printer not responding,03/10/2023 05:07:59 IST,03/12/2023 02:07:59 IST,Service 8
critical,115534,Paper jam,07/11/2023 11:39:54 IST,07/14/2023 00:39:54 IST,Service 9
critical,115536,Slow printing,03/20/2023 08:37:02 IST,03/20/2023 09:37:02 IST,Service 9
high,115538,Driver installation error,02/16/2023 09:18:05 IST,02/19/2023 06:18:05 IST,Service 4
critical,115539,Toner not recognized,02/26/2023 08:37:02 IST,02/28/2023 15:37:02 IST,Service 4
medium,115540,Cannot connect to printer,06/12/2023 11:15:19 IST,06/12/2023 19:15:19 IST,Service 7
medium,115544,Cannot print PDF,06/20/2023 01:08:01 IST,06/22/2023 06:08:01 IST,Service 9
low,115546,Printer spooler error,08/26/2023 17:22:48 IST,08/29/2023 01:22:48 IST,Service 4
low,115548,Cannot print PDF,12/14/2023 00:50:20 IST,12/15/2023 12:50:20 IST,Service 7
high,115553,Paper jam,08/25/2023 08:49:26 IST,08/26/2023 01:49:26 IST,Service 9
critical,115557,Printer spooler error,09/24/2023 06:04:56 IST,09/26/2023 13:04:56 IST,Service 5
critical,115562,Cannot connect to printer,12/04/2023 13:30:09 IST,12/07/2023 07:30:09 IST,Service 9
critical,115566,Printer not responding,02/11/2023 21:04:42 IST,02/14/2023 08:04:42 IST,Service 10
low,115567,Paper jam,02/16/2023 16:41:05 IST,02/18/2023 06:41:05 IST,Service 6
high,115570,Paper jam,05/10/2023 12:25:29 IST,05/13/2023 01:25:29 IST,Service 1
critical,115572,Slow printing,06/15/2023 03:18:47 IST,06/16/2023 06:18:47 IST,Service 5
critical,115575,Driver installation error,09/08/2023 18:50:36 IST,09/09/2023 17:50:36 IST,Service 10
medium,115579,Network issues,10/10/2023 05:51:08 IST,10/10/2023 16:51:08 IST,Service 3
low,115580,Cannot print PDF,08/13/2023 19:01:44 IST,08/16/2023 12:01:44 IST,Service 10
critical,115585,Paper jam,01/15/2023 02:54:46 IST,01/16/2023 23:54:46 IST,Service 7
critical,115587,Paper jam,09/25/2023 17:08:51 IST,09/28/2023 14:08:51 IST,Service 5
critical,115588,Printer spooler error,02/15/2023 06:23:07 IST,02/16/2023 04:23:07 IST,Service 8
critical,115589,Toner not recognized,03/14/2023 12:48:06 IST,03/15/2023 11:48:06 IST,Service 1
medium,115594,Printer not responding,06/23/2023 07:54:45 IST,06/24/2023 22:54:45 IST,Service 10
critical,115595,Printer spooler error,12/21/2023 22:27:29 IST,12/24/2023 11:27:29 IST,Service 4
high,115600,Cannot connect to printer,03/14/2023 15:54:33 IST,03/17/2023 13:54:33 IST,Service 5
low,115602,Paper jam,06/15/2023 07:31:18 IST,06/16/2023 04:31:18 IST,Service 4
low,115603,Printer not responding,09/26/2023 22:54:05 IST,09/28/2023 17:54:05 IST,Service 6
high,115607,Driver installation error,03/22/2023 05:18:05 IST,03/24/2023 19:18:05 IST,Service 9
medium,115610,Printer spooler error,02/17/2023 04:38:10 IST,02/17/2023 09:38:10 IST,Service 5
medium,115614,Printer not responding,04/06/2023 12:06:54 IST,04/08/2023 22:06:54 IST,Service 1
high,115616,Low ink warning,06/26/2023 21:47:50 IST,06/29/2023 18:47:50 IST,Service 6
critical,115618,Paper jam,05/29/2023 15:15:45 IST,05/31/2023 01:15:45 IST,Service 6
low,115619,Slow printing,11/14/2023 11:13:43 IST,11/14/2023 16:13:43 IST,Service 9
critical,115624,Driver installation error,08/13/2023 04:18:17 IST,08/15/2023 06:18:17 IST,Service 5
medium,115627,Network issues,04/25/2023 02:25:11 IST,04/27/2023 14:25:11 IST,Service 6
low,115632,Printer spooler error,07/06/2023 17:44:24 IST,07/09/2023 02:44:24 IST,Service 6
critical,115634,Driver installation error,09/24/2023 16:54:15 IST,09/25/2023 20:54:15 IST,Service 2
low,115639,Printer spooler error,06/25/2023 06:55:01 IST,06/25/2023 07:55:01 IST,Service 8
critical,115641,Toner not recognized,04/02/2023 14:56:18 IST,04/04/2023 21:56:18 IST,Service 8
high,115644,Cannot print PDF,04/02/2023 22:49:41 IST,04/04/2023 05:49:41 IST,Service 10
high,115647,Toner not recognized,08/30/2023 18:22:55 IST,08/31/2023 20:22:55 IST,Service 4
high,115651,Low ink warning,05/03/2023 22:51:21 IST,05/04/2023 07:51:21 IST,Service 4
high,115653,Toner not recognized,06/18/2023 04:19:42 IST,06/21/2023 04:19:42 IST,Service 2
low,115655,Printer spooler error,12/26/2023 04:07:19 IST,12/26/2023 10:07:19 IST,Service 1
critical,115657,Cannot print PDF,11/05/2023 16:23:09 IST,11/06/2023 17:23:09 IST,Service 6
high,115661,Low ink warning,06/19/2023 18:48:39 IST,06/20/2023 12:48:39 IST,Service 7
medium,115664,Slow printing,12/01/2023 08:31:11 IST,12/01/2023 15:31:11 IST,Service 8
medium,115666,Paper jam,11/11/2023 06:07:02 IST,11/14/2023 04:07:02 IST,Service 7
low,115667,Printer not responding,01/29/2023 20:14:39 IST,02/01/2023 06:14:39 IST,Service 10
critical,115672,Slow printing,05/29/2023 05:21:49 IST,05/29/2023 20:21:49 IST,Service 7
low,115676,Printer spooler error,01/04/2023 06:44:40 IST,01/07/2023 01:44:40 IST,Service 2
medium,115681,Printer not responding,03/27/2023 01:22:22 IST,03/29/2023 16:22:22 IST,Service 2
critical,115683,Printer not responding,08/14/2023 04:41:53 IST,08/14/2023 07:41:53 IST,Service 5
critical,115687,Low ink warning,03/10/2023 05:54:55 IST,03/12/2023 23:54:55 IST,Service 8
medium,115690,Network issues,08/27/2023 08:42:46 IST,08/29/2023 15:42:46 IST,Service 7
critical,115693,Paper jam,04/06/2023 08:21:28 IST,04/08/2023 04:21:28 IST,Service 3
medium,115696,Toner not recognized,02/16/2023 10:49:22 IST,02/17/2023 05:49:22 IST,Service 4
high,115697,Printer not responding,12/03/2023 01:09:26 IST,12/04/2023 13:09:26 IST,Service 8
low,115701,Printer not responding,01/22/2023 15:06:24 IST,01/22/2023 17:06:24 IST,Service 10
low,115705,Low ink warning,11/16/2023 22:36:05 IST,11/19/2023 00:36:05 IST,Service 6
high,115707,Printer not responding,05/27/2023 15:00:43 IST,05/28/2023 12:00:43 IST,Service 4
medium,115708,Paper jam,08/08/2023 18:17:50 IST,08/09/2023 18:17:50 IST,Service 9
critical,115713,Network issues,07/21/2023 12:21:59 IST,07/22/2023 02:21:59 IST,Service 1
medium,115717,Low ink warning,11/24/2023 20:35:41 IST,11/25/2023 04:35:41 IST,Service 8
low,115722,Toner not recognized,08/02/2023 02:53:39 IST,08/04/2023 11:53:39 IST,Service 10
critical,115727,Paper jam,11/18/2023 23:19:46 IST,11/20/2023 18:19:46 IST,Service 9
low,115730,Printer spooler error,04/27/2023 07:24:31 IST,04/29/2023 09:24:31 IST,Service 10
high,115732,Printer not responding,07/30/2023 17:13:41 IST,08/01/2023 18:13:41 IST,Service 2
medium,115736,Printer spooler error,09/29/2023 06:48:44 IST,09/30/2023 01:48:44 IST,Service 10
low,115741,Paper jam,04/02/2023 20:58:35 IST,04/03/2023 08:58:35 IST,Service 7
medium,115743,Printer not responding,06/04/2023 04:22:06 IST,06/05/2023 13:22:06 IST,Service 6
medium,115745,Cannot connect to printer,10/26/2023 01:27:55 IST,10/26/2023 18:27:55 IST,Service 1
medium,115748,Cannot print PDF,09/26/2023 19:38:01 IST,09/27/2023 20:38:01 IST,Service 8
low,115749,Slow printing,10/29/2023 01:33:55 IST,10/29/2023 07:33:55 IST,Service 5
low,115750,Toner not recognized,07/06/2023 04:34:21 IST,07/09/2023 00:34:21 IST,Service 10
critical,115753,Paper jam,04/28/2023 04:36:10 IST,04/30/2023 17:36:10 IST,Service 10
medium,115755,Toner not recognized,10/26/2023 23:25:29 IST,10/29/2023 08:25:29 IST,Service 3
medium,115758,Network issues,09/29/2023 08:04:52 IST,09/29/2023 20:04:52 IST,Service 3
medium,115763,Cannot connect to printer,01/23/2023 22:25:51 IST,01/26/2023 17:25:51 IST,Service 1
medium,115768,Slow printing,04/05/2023 21:15:35 IST,04/07/2023 19:15:35 IST,Service 6
critical,115773,Cannot connect to printer,07/16/2023 08:36:13 IST,07/18/2023 11:36:13 IST,Service 2
high,115778,Driver installation error,06/21/2023 16:08:43 IST,06/21/2023 17:08:43 IST,Service 7
high,115782,Toner not recognized,04/28/2023 12:57:47 IST,05/01/2023 03:57:47 IST,Service 2
low,115785,Printer not responding,08/19/2023 03:39:03 IST,08/19/2023 13:39:03 IST,Service 4
high,115788,Low ink warning,11/11/2023 12:11:47 IST,11/13/2023 06:11:47 IST,Service 9
high,115792,Network issues,08/05/2023 09:48:49 IST,08/08/2023 02:48:49 IST,Service 1
medium,115794,Network issues,03/24/2023 19:14:38 IST,03/25/2023 18:14:38 IST,Service 10
critical,115795,Slow printing,02/21/2023 12:55:28 IST,02/22/2023 07:55:28 IST,Service 1
low,115799,Toner not recognized,10/30/2023 11:42:02 IST,11/01/2023 12:42:02 IST,Service 7
medium,115800,Toner not recognized,03/01/2023 12:55:03 IST,03/02/2023 10:55:03 IST,Service 4
medium,115802,Low ink warning,05/28/2023 00:11:41 IST,05/30/2023 05:11:41 IST,Service 8
high,115806,Cannot connect to printer,09/20/2023 07:12:00 IST,09/21/2023 15:12:00 IST,Service 2
high,115809,Cannot print PDF,01/17/2023 22:31:31 IST,01/19/2023 00:31:31 IST,Service 6
critical,115813,Printer spooler error,09/23/2023 12:47:24 IST,09/24/2023 06:47:24 IST,Service 1
critical,115815,Printer not responding,12/04/2023 20:07:55 IST,12/06/2023 20:07:55 IST,Service 7
low,115816,Cannot print PDF,10/01/2023 18:52:04 IST,10/03/2023 05:52:04 IST,Service 4
high,115820,Low ink warning,10/06/2023 00:55:46 IST,10/07/2023 00:55:46 IST,Service 6
low,115825,Network issues,06/05/2023 19:32:40 IST,06/07/2023 19:32:40 IST,Service 7
medium,115830,Printer spooler error,10/17/2023 02:48:07 IST,10/19/2023 05:48:07 IST,Service 6
critical,115833,Paper jam,03/28/2023 21:31:37 IST,03/31/2023 21:31:37 IST,Service 1
medium,115838,Toner not recognized,06/05/2023 17:47:33 IST,06/08/2023 16:47:33 IST,Service 6
critical,115839,Low ink warning,04/19/2023 23:32:18 IST,04/22/2023 00:32:18 IST,Service 7
medium,115841,Cannot print PDF,05/05/2023 00:52:35 IST,05/05/2023 08:52:35 IST,Service 2
low,115845,Network issues,02/17/2023 13:25:26 IST,02/17/2023 20:25:26 IST,Service 9
medium,115847,Low ink warning,03/03/2023 20:14:54 IST,03/06/2023 03:14:54 IST,Service 3
high,115851,Printer spooler error,06/09/2023 16:29:59 IST,06/11/2023 06:29:59 IST,Service 8
critical,115852,Low ink warning,03/12/2023 00:20:04 IST,03/14/2023 03:20:04 IST,Service 4
low,115856,Paper jam,06/25/2023 01:30:08 IST,06/26/2023 06:30:08 IST,Service 3
high,115857,Printer not responding,12/30/2023 21:58:50 IST,12/31/2023 00:58:50 IST,Service 3
critical,115862,Driver installation error,12/28/2023 19:10:19 IST,12/29/2023 16:10:19 IST,Service 5
medium,115866,Toner not recognized,09/11/2023 09:55:09 IST,09/13/2023 03:55:09 IST,Service 5
critical,115869,Slow printing,10/21/2023 00:26:41 IST,10/21/2023 02:26:41 IST,Service 5
critical,115872,Cannot print PDF,05/01/2023 15:11:21 IST,05/03/2023 01:11:21 IST,Service 8
medium,115873,Cannot connect to printer,12/27/2023 15:33:00 IST,12/30/2023 11:33:00 IST,Service 5
medium,115874,Slow printing,02/25/2023 21:43:51 IST,02/27/2023 20:43:51 IST,Service 6
critical,115875,Cannot connect to printer,04/06/2023 19:31:35 IST,04/07/2023 01:31:35 IST,Service 8
low,115879,Paper jam,07/29/2023 00:21:49 IST,07/29/2023 20:21:49 IST,Service 4
low,115884,Toner not recognized,08/20/2023 18:14:28 IST,08/21/2023 19:14:28 IST,Service 4
high,115889,Cannot connect to printer,11/07/2023 09:36:40 IST,11/08/2023 00:36:40 IST,Service 7
medium,115890,Printer spooler error,12/04/2023 22:26:37 IST,12/07/2023 19:26:37 IST,Service 9
high,115891,Toner not recognized,06/27/2023 20:08:52 IST,06/28/2023 04:08:52 IST,Service 10
medium,115896,Driver installation error,10/01/2023 01:05:13 IST,10/03/2023 23:05:13 IST,Service 6
low,115901,Paper jam,02/26/2023 14:24:15 IST,02/27/2023 19:24:15 IST,Service 3
high,115903,Slow printing,08/11/2023 21:28:58 IST,08/14/2023 18:28:58 IST,Service 9
critical,115907,Paper jam,08/16/2023 17:59:36 IST,08/19/2023 07:59:36 IST,Service 9
high,115909,Driver installation error,08/14/2023 03:32:28 IST,08/14/2023 08:32:28 IST,Service 5
medium,115913,Cannot connect to printer,08/04/2023 06:24:11 IST,08/05/2023 21:24:11 IST,Service 2
low,115915,Slow printing,02/16/2023 14:42:49 IST,02/18/2023 17:42:49 IST,Service 5
medium,115920,Cannot connect to printer,05/11/2023 08:04:36 IST,05/11/2023 18:04:36 IST,Service 1
medium,115923,Printer spooler error,06/05/2023 03:34:29 IST,06/06/2023 18:34:29 IST,Service 9
medium,115925,Cannot connect to printer,12/18/2023 16:52:25 IST,12/19/2023 21:52:25 IST,Service 2
low,115926,Driver installation error,12/04/2023 04:02:38 IST,12/04/2023 20:02:38 IST,Service 9
low,115930,Cannot connect to printer,05/25/2023 19:45:22 IST,05/28/2023 14:45:22 IST,Service 5
medium,115935,Paper jam,05/26/2023 09:56:00 IST,05/27/2023 05:56:00 IST,Service 9
low,115937,Slow printing,07/26/2023 12:40:50 IST,07/27/2023 10:40:50 IST,Service 1
critical,115941,Driver installation error,06/06/2023 05:03:15 IST,06/06/2023 22:03:15 IST,Service 8
critical,115943,Printer spooler error,10/10/2023 07:30:45 IST,10/12/2023 00:30:45 IST,Service 8
low,115946,Driver installation error,01/12/2023 21:15:51 IST,01/13/2023 10:15:51 IST,Service 6
low,115949,Paper jam,05/08/2023 18:56:09 IST,05/11/2023 05:56:09 IST,Service 8
critical,115954,Driver installation error,09/30/2023 15:33:37 IST,10/03/2023 08:33:37 IST,Service 8
critical,115958,Driver installation error,01/31/2023 10:39:35 IST,02/01/2023 22:39:35 IST,Service 2
high,115961,Cannot connect to printer,05/12/2023 16:37:16 IST,05/14/2023 08:37:16 IST,Service 8
high,115966,Network issues,02/04/2023 10:41:38 IST,02/06/2023 04:41:38 IST,Service 8
critical,115971,Paper jam,05/03/2023 06:46:11 IST,05/04/2023 12:46:11 IST,Service 5
low,115976,Cannot connect to printer,05/19/2023 15:37:48 IST,05/21/2023 06:37:48 IST,Service 6
low,115978,Network issues,09/30/2023 08:42:01 IST,09/30/2023 14:42:01 IST,Service 10
low,115980,Printer not responding,04/08/2023 16:56:05 IST,04/09/2023 10:56:05 IST,Service 10
medium,115984,Cannot print PDF,02/18/2023 03:15:06 IST,02/18/2023 08:15:06 IST,Service 2
low,115989,Printer not responding,03/03/2023 12:32:23 IST,03/03/2023 17:32:23 IST,Service 8
critical,115992,Printer spooler error,02/09/2023 20:03:48 IST,02/12/2023 20:03:48 IST,Service 9
low,115994,Network issues,06/01/2023 02:15:07 IST,06/01/2023 13:15:07 IST,Service 1
high,115995,Printer spooler error,01/26/2023 11:20:03 IST,01/26/2023 13:20:03 IST,Service 9
medium,116000,Cannot print PDF,04/18/2023 19:40:48 IST,04/19/2023 04:40:48 IST,Service 7
critical,116004,Driver installation error,03/26/2023 19:01:57 IST,03/29/2023 16:01:57 IST,Service 8
medium,116005,Driver installation error,12/06/2023 19:42:16 IST,12/08/2023 02:42:16 IST,Service 9
high,116007,Paper jam,05/27/2023 03:57:03 IST,05/29/2023 13:57:03 IST,Service 5
low,116010,Toner not recognized,07/16/2023 12:12:22 IST,07/19/2023 08:12:22 IST,Service 2
low,116012,Printer not responding,01/18/2023 04:20:16 IST,01/19/2023 15:20:16 IST,Service 5
high,116016,Printer spooler error,02/07/2023 14:47:46 IST,02/07/2023 22:47:46 IST,Service 10
high,116019,Cannot connect to printer,09/22/2023 20:23:03 IST,09/23/2023 01:23:03 IST,Service 2
medium,116022,Low ink warning,06/23/2023 15:05:11 IST,06/24/2023 21:05:11 IST,Service 7
low,116023,Toner not recognized,01/20/2023 06:21:26 IST,01/23/2023 04:21:26 IST,Service 2
low,116028,Cannot connect to printer,01/27/2023 23:12:35 IST,01/29/2023 21:12:35 IST,Service 5
low,116031,Printer not responding,11/13/2023 18:51:02 IST,11/14/2023 23:51:02 IST,Service 7
low,116032,Paper jam,09/12/2023 15:52:56 IST,09/14/2023 08:52:56 IST,Service 5
medium,116034,Paper jam,05/19/2023 17:05:58 IST,05/21/2023 17:05:58 IST,Service 7
critical,116035,Slow printing,07/20/2023 22:55:38 IST,07/21/2023 05:55:38 IST,Service 7
high,116038,Toner not recognized,10/30/2023 13:29:33 IST,11/01/2023 01:29:33 IST,Service 9
low,116043,Printer not responding,05/13/2023 16:24:18 IST,05/14/2023 05:24:18 IST,Service 3
high,116047,Slow printing,01/24/2023 19:01:47 IST,01/27/2023 17:01:47 IST,Service 10
critical,116049,Driver installation error,08/28/2023 12:01:50 IST,08/31/2023 11:01:50 IST,Service 9
critical,116051,Paper jam,04/12/2023 17:37:37 IST,04/15/2023 15:37:37 IST,Service 10
critical,116055,Paper jam,08/16/2023 17:22:59 IST,08/18/2023 07:22:59 IST,Service 9
critical,116059,Slow printing,04/26/2023 15:50:53 IST,04/27/2023 04:50:53 IST,Service 8
critical,116062,Network issues,08/13/2023 07:57:55 IST,08/13/2023 11:57:55 IST,Service 7
high,116065,Toner not recognized,01/14/2023 00:02:31 IST,01/16/2023 00:02:31 IST,Service 10
medium,116069,Cannot connect to printer,04/19/2023 01:22:43 IST,04/21/2023 12:22:43 IST,Service 1
medium,116072,Printer not responding,12/12/2023 03:30:51 IST,12/13/2023 17:30:51 IST,Service 7
critical,116073,Network issues,05/25/2023 05:33:05 IST,05/26/2023 17:33:05 IST,Service 9
critical,116077,Toner not recognized,11/13/2023 08:28:27 IST,11/16/2023 02:28:27 IST,Service 2
low,116079,Cannot connect to printer,04/21/2023 16:23:34 IST,04/22/2023 00:23:34 IST,Service 3
high,116084,Toner not recognized,10/08/2023 14:23:19 IST,10/09/2023 15:23:19 IST,Service 4
low,116088,Cannot print PDF,05/09/2023 20:01:56 IST,05/11/2023 15:01:56 IST,Service 9
critical,116092,Paper jam,11/22/2023 21:03:32 IST,11/24/2023 23:03:32 IST,Service 10
medium,116095,Cannot connect to printer,07/30/2023 14:54:41 IST,08/02/2023 04:54:41 IST,Service 5
high,116098,Driver installation error,05/09/2023 03:42:16 IST,05/12/2023 02:42:16 IST,Service 7
medium,116101,Paper jam,06/02/2023 22:47:12 IST,06/04/2023 02:47:12 IST,Service 1
medium,116104,Paper jam,04/06/2023 17:25:22 IST,04/06/2023 18:25:22 IST,Service 1
critical,116106,Low ink warning,04/19/2023 22:13:23 IST,04/20/2023 04:13:23 IST,Service 9
medium,116111,Cannot connect to printer,08/16/2023 03:54:28 IST,08/19/2023 01:54:28 IST,Service 4
medium,116115,Printer spooler error,04/22/2023 11:11:29 IST,04/23/2023 04:11:29 IST,Service 10
high,116120,Cannot connect to printer,10/02/2023 06:01:22 IST,10/02/2023 15:01:22 IST,Service 1
medium,116124,Network issues,02/05/2023 18:24:07 IST,02/06/2023 12:24:07 IST,Service 4
medium,116125,Toner not recognized,02/26/2023 04:09:48 IST,02/27/2023 11:09:48 IST,Service 7
critical,116128,Cannot print PDF,10/04/2023 01:08:58 IST,10/05/2023 11:08:58 IST,Service 10
critical,116133,Cannot print PDF,03/20/2023 03:29:41 IST,03/22/2023 13:29:41 IST,Service 6
high,116135,Cannot connect to printer,03/10/2023 19:52:30 IST,03/11/2023 05:52:30 IST,Service 6
low,116136,Cannot print PDF,08/21/2023 06:47:49 IST,08/22/2023 00:47:49 IST,Service 5
high,116139,Cannot print PDF,07/06/2023 00:31:28 IST,07/06/2023 06:31:28 IST,Service 9
medium,116140,Cannot connect to printer,10/21/2023 06:54:29 IST,10/21/2023 07:54:29 IST,Service 2
critical,116145,Low ink warning,04/05/2023 21:16:13 IST,04/06/2023 00:16:13 IST,Service 8
low,116149,Driver installation error,03/30/2023 23:36:14 IST,04/02/2023 02:36:14 IST,Service 1
medium,116150,Cannot print PDF,05/31/2023 21:13:47 IST,06/03/2023 15:13:47 IST,Service 8
medium,116154,Paper jam,06/25/2023 02:28:21 IST,06/26/2023 01:28:21 IST,Service 1
low,116158,Driver installation error,09/12/2023 18:53:56 IST,09/12/2023 21:53:56 IST,Service 8
critical,116159,Low ink warning,08/29/2023 05:24:50 IST,08/31/2023 09:24:50 IST,Service 1
critical,116162,Paper jam,07/16/2023 11:34:46 IST,07/19/2023 10:34:46 IST,Service 1
low,116166,Paper jam,05/11/2023 18:47:46 IST,05/14/2023 01:47:46 IST,Service 6
high,116168,Network issues,01/02/2023 12:12:43 IST,01/05/2023 12:12:43 IST,Service 3
medium,116169,Toner not recognized,01/25/2023 02:12:42 IST,01/27/2023 03:12:42 IST,Service 5
low,116173,Printer spooler error,08/01/2023 20:17:46 IST,08/04/2023 05:17:46 IST,Service 10
high,116177,Printer not responding,05/03/2023 01:25:22 IST,05/05/2023 16:25:22 IST,Service 8
